Id,Prediction
0,4527
1,3021
2,1770
3,3521
4,2335
5,3722
6,3327
7,3215
8,1879
9,1842
10,1695
11,3496
12,2700
13,2770
14,3872
15,2868
16,1431
17,8861
18,2587
19,6280
20,2192
21,3315
22,3342
23,1643
24,3825
25,1515
26,1509
27,1494
28,1499
29,3256
30,1054
31,1413
32,3190
33,4936
34,1770
35,2420
36,1850
37,3251
38,1376
39,2157
40,1505
41,3695
42,1408
43,2484
44,1098
45,4620
46,1808
47,1826
48,5432
49,1817
50,2734
51,1762
52,3615
53,2065
54,2607
55,2873
56,4338
57,1531
58,1876
59,2010
60,2840
61,2474
62,2145
63,1624
64,3163
65,1192
66,1613
67,2379
68,2503
69,1532
70,1472
71,2698
72,1564
73,2917
74,1872
75,1700
76,1648
77,2098
78,1740
79,3033
80,5356
81,2341
82,8291
83,3670
84,2083
85,1262
86,3265
87,1439
88,2669
89,1425
90,4349
91,1767
92,2947
93,3144
94,8327
95,1415
96,2081
97,2303
98,2906
99,3718
100,2412
101,2049
102,1752
103,8981
104,3219
105,1769
106,4623
107,12136
108,1391
109,2836
110,1729
111,4544
112,1471
113,3213
114,2622
115,3512
116,2109
117,2538
118,2228
119,2531
120,1379
121,1966
122,1252
123,3156
124,1799
125,2852
126,1799
127,3986
128,1978
129,2912
130,1102
131,2172
132,2896
133,1272
134,1556
135,2664
136,6629
137,2239
138,1761
139,5339
140,2251
141,1470
142,9244
143,2329
144,3133
145,1590
146,3319
147,1705
148,3194
149,3437
150,3292
151,4403
152,1683
153,2422
154,2048
155,1562
156,5532
157,3939
158,2610
159,2247
160,2523
161,3323
162,1394
163,5837
164,3444
165,4311
166,1757
167,2457
168,2123
169,2206
170,6835
171,2977
172,1483
173,2896
174,2014
175,1631
176,1412
177,3307
178,1348
179,2183
180,5079
181,4152
182,2835
183,1415
184,3048
185,1689
186,1967
187,1694
188,2245
189,7243
190,2415
191,1398
192,6342
193,3827
194,1865
195,2486
196,3774
197,2898
198,3739
199,3524
200,1467
201,1898
202,3728
203,2773
204,2872
205,1682
206,2647
207,1911
208,2858
209,3457
210,1960
211,4826
212,1824
213,1874
214,2348
215,1624
216,2017
217,2241
218,8926
219,2001
220,3774
221,3442
222,1200
223,1430
224,1543
225,2575
226,4972
227,3125
228,2116
229,1601
230,1479
231,2812
232,1903
233,1940
234,1686
235,2176
236,2131
237,2804
238,3579
239,7888
240,2139
241,3001
242,1915
243,12281
244,1615
245,2219
246,1806
247,13981
248,1921
249,1637
250,6951
251,3780
252,2171
253,2374
254,3183
255,1991
256,1562
257,1475
258,1482
259,3047
260,1671
261,3705
262,4982
263,5264
264,1585
265,3842
266,2844
267,2643
268,2534
269,2131
270,2011
271,3439
272,3126
273,2170
274,2443
275,4488
276,2592
277,2891
278,5368
279,2400
280,3639
281,1821
282,5164
283,1654
284,3836
285,1774
286,8247
287,1976
288,1268
289,1918
290,4578
291,10597
292,1123
293,2160
294,2543
295,1590
296,1739
297,2882
298,1607
299,1345
300,7833
301,1471
302,1193
303,3048
304,1705
305,2340
306,2983
307,1705
308,4178
309,3572
310,2604
311,2104
312,4222
313,1683
314,1805
315,1528
316,3839
317,1245
318,2412
319,3481
320,3215
321,1755
322,2232
323,6593
324,1259
325,4897
326,2291
327,1586
328,3670
329,2566
330,5329
331,1798
332,2291
333,3653
334,3450
335,3248
336,3644
337,4086
338,1792
339,3970
340,1864
341,1349
342,1859
343,2318
344,2125
345,4489
346,9490
347,5198
348,5315
349,2609
350,8924
351,1898
352,2471
353,1628
354,3556
355,4094
356,8313
357,2598
358,1708
359,2929
360,2253
361,1462
362,2123
363,1732
364,2434
365,1616
366,1116
367,5631
368,2276
369,1827
370,2200
371,1791
372,2414
373,1465
374,4246
375,1868
376,3954
377,1031
378,2555
379,1714
380,3079
381,1507
382,1531
383,3485
384,4049
385,1586
386,1846
387,1794
388,2046
389,2189
390,4308
391,4306
392,3127
393,1603
394,2580
395,2885
396,1232
397,3359
398,1640
399,3632
400,2670
401,11807
402,2431
403,2872
404,3379
405,2421
406,1640
407,2909
408,2477
409,3177
410,2909
411,1574
412,4514
413,3492
414,3124
415,1430
416,2116
417,1554
418,2925
419,5511
420,1403
421,5009
422,3903
423,2310
424,3578
425,2778
426,2384
427,1488
428,2047
429,5757
430,999
431,1090
432,3167
433,2945
434,9617
435,5257
436,1981
437,5212
438,1715
439,2347
440,3201
441,1309
442,1611
443,2894
444,3424
445,1346
446,2025
447,2689
448,3306
449,2036
450,2362
451,2561
452,3090
453,2899
454,5377
455,3439
456,1856
457,2915
458,1619
459,2799
460,2779
461,8416
462,3590
463,1498
464,4700
465,2400
466,1104
467,2636
468,1767
469,1404
470,2280
471,1228
472,3616
473,2430
474,3606
475,909
476,3809
477,2387
478,1521
479,1802
480,1301
481,2544
482,6444
483,2851
484,6346
485,2499
486,8896
487,3535
488,6861
489,3049
490,5654
491,2607
492,3202
493,1955
494,1755
495,1240
496,1450
497,2791
498,2168
499,5556
500,1722
501,5486
502,2498
503,5536
504,1667
505,2625
506,1941
507,3064
508,6827
509,12745
510,2167
511,6607
512,3012
513,2410
514,6292
515,892
516,3623
517,3841
518,1699
519,3199
520,4591
521,3016
522,1713
523,4273
524,3102
525,2548
526,8802
527,1910
528,1565
529,1493
530,4270
531,2901
532,1950
533,7615
534,8340
535,3530
536,5522
537,12625
538,1623
539,3200
540,2246
541,3836
542,2654
543,2029
544,2234
545,1626
546,2005
547,2464
548,3058
549,3685
550,2822
551,3489
552,1929
553,3997
554,3727
555,10208
556,1228
557,1427
558,1750
559,6378
560,1152
561,2133
562,10682
563,1934
564,1476
565,15545
566,8647
567,1600
568,1522
569,3754
570,10229
571,1174
572,7867
